memory_0,user_prompt_0,memory_1,user_prompt_1,similarity_score
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[좋아하는 과목: 국어],내일 국어 시험인데 떨린다!,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[좋아하는 과목: 영어],내일 영어 말하기 대회야,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 여행],오늘 저녁때 친구 만나기로 했는데,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 면접],아 떨린다 오늘 어떻게 잠들지?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 술 약속],모레 아침에 어떻게 출근하지?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 회식],내일 친구랑 약속 취소해야 할까?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 회식],나 술 약한데 어떡하지?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 자격증 시험],오늘 뭐 해야 할까?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 코딩 테스트],아 알고리즘 복습 좀 하고 자야겠다,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[내일 일정: 추석 연휴],로라야 내일 뭐하지?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 발표],나 발표 잘 할 수 있을까?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 발표],로라야 나 떨려,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 발표],나 응원해줘,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 면접],나 잘할 수 있겠지?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 면접],아 떨린다,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 친구랑 술자리],아 오늘 이따 저녁때 기대된다,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 친구랑 치맥],오늘 뭐 입고 나갈까?,0.0
[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,[오늘 일정: 생일],로라야 안녕?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[롤 티어: 브론즈],나 롤 티어 올랐다!,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 비],아 오늘 약속 있는데 어떡하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 비],로라야 이런 날에는 뭐 먹을까,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 구름 조금],오늘 뭐하지,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 구름 조금],오늘 뭐 하면 좋을까,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 맑음],기분 좋은 날이네,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 맑음],로라야 오늘 공원에 사람 많을까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 흐림],아 오늘 나가지 말까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 날씨: 눈],오늘 출근길 어떡하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[지금 있는 곳: 집],아 뭐 하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,0.2
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,1.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,0.5
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 음식: 삼겹살],맛집 추천해 줘!,0.25
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 꽃: 목련],내일 나들이 가는데 같이 갈래?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 가수: 아이유],로라야 노래 추천해 줘,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 가수: 블랙핑크],로라야 나 노래 추천해 줄 수 있어?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 가수: 트와이스],나 노래 듣고 싶어!,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 과목: 국어],내일 국어 시험인데 떨린다!,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[좋아하는 과목: 영어],내일 영어 말하기 대회야,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 여행],오늘 저녁때 친구 만나기로 했는데,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 면접],아 떨린다 오늘 어떻게 잠들지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 술 약속],모레 아침에 어떻게 출근하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 회식],내일 친구랑 약속 취소해야 할까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 회식],나 술 약한데 어떡하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 자격증 시험],오늘 뭐 해야 할까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 코딩 테스트],아 알고리즘 복습 좀 하고 자야겠다,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[내일 일정: 추석 연휴],로라야 내일 뭐하지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 발표],나 발표 잘 할 수 있을까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 발표],로라야 나 떨려,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 발표],나 응원해줘,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 면접],나 잘할 수 있겠지?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 면접],아 떨린다,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 친구랑 술자리],아 오늘 이따 저녁때 기대된다,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 친구랑 치맥],오늘 뭐 입고 나갈까?,0.0
[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,[오늘 일정: 생일],로라야 안녕?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[롤 티어: 브론즈],나 롤 티어 올랐다!,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 비],아 오늘 약속 있는데 어떡하지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 비],로라야 이런 날에는 뭐 먹을까,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 구름 조금],오늘 뭐하지,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 구름 조금],오늘 뭐 하면 좋을까,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 맑음],기분 좋은 날이네,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 맑음],로라야 오늘 공원에 사람 많을까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 흐림],아 오늘 나가지 말까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 날씨: 눈],오늘 출근길 어떡하지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[지금 있는 곳: 집],아 뭐 하지?,0.2
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,0.5
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,1.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 음식: 삼겹살],맛집 추천해 줘!,0.25
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 꽃: 목련],내일 나들이 가는데 같이 갈래?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 가수: 아이유],로라야 노래 추천해 줘,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 가수: 블랙핑크],로라야 나 노래 추천해 줄 수 있어?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 가수: 트와이스],나 노래 듣고 싶어!,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 과목: 국어],내일 국어 시험인데 떨린다!,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[좋아하는 과목: 영어],내일 영어 말하기 대회야,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 여행],오늘 저녁때 친구 만나기로 했는데,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 면접],아 떨린다 오늘 어떻게 잠들지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 술 약속],모레 아침에 어떻게 출근하지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 회식],내일 친구랑 약속 취소해야 할까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 회식],나 술 약한데 어떡하지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 자격증 시험],오늘 뭐 해야 할까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 코딩 테스트],아 알고리즘 복습 좀 하고 자야겠다,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[내일 일정: 추석 연휴],로라야 내일 뭐하지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 발표],나 발표 잘 할 수 있을까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 발표],로라야 나 떨려,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 발표],나 응원해줘,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 면접],나 잘할 수 있겠지?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 면접],아 떨린다,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 친구랑 술자리],아 오늘 이따 저녁때 기대된다,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 친구랑 치맥],오늘 뭐 입고 나갈까?,0.0
[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,[오늘 일정: 생일],로라야 안녕?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[롤 티어: 브론즈],나 롤 티어 올랐다!,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 비],아 오늘 약속 있는데 어떡하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 비],로라야 이런 날에는 뭐 먹을까,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 구름 조금],오늘 뭐하지,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 구름 조금],오늘 뭐 하면 좋을까,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 맑음],기분 좋은 날이네,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 맑음],로라야 오늘 공원에 사람 많을까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 흐림],아 오늘 나가지 말까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 날씨: 눈],오늘 출근길 어떡하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[지금 있는 곳: 집],아 뭐 하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,0.25
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,0.25
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 음식: 삼겹살],맛집 추천해 줘!,1.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 꽃: 목련],내일 나들이 가는데 같이 갈래?,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 가수: 아이유],로라야 노래 추천해 줘,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 가수: 블랙핑크],로라야 나 노래 추천해 줄 수 있어?,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 가수: 트와이스],나 노래 듣고 싶어!,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 과목: 국어],내일 국어 시험인데 떨린다!,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[좋아하는 과목: 영어],내일 영어 말하기 대회야,0.3333
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 여행],오늘 저녁때 친구 만나기로 했는데,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 면접],아 떨린다 오늘 어떻게 잠들지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 술 약속],모레 아침에 어떻게 출근하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 회식],내일 친구랑 약속 취소해야 할까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 회식],나 술 약한데 어떡하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 자격증 시험],오늘 뭐 해야 할까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 코딩 테스트],아 알고리즘 복습 좀 하고 자야겠다,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[내일 일정: 추석 연휴],로라야 내일 뭐하지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 발표],나 발표 잘 할 수 있을까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 발표],로라야 나 떨려,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 발표],나 응원해줘,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 면접],나 잘할 수 있겠지?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 면접],아 떨린다,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 친구랑 술자리],아 오늘 이따 저녁때 기대된다,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 친구랑 치맥],오늘 뭐 입고 나갈까?,0.0
[좋아하는 음식: 삼겹살],맛집 추천해 줘!,[오늘 일정: 생일],로라야 안녕?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[롤 티어: 브론즈],나 롤 티어 올랐다!,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 비],아 오늘 약속 있는데 어떡하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 비],로라야 이런 날에는 뭐 먹을까,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 구름 조금],오늘 뭐하지,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 구름 조금],오늘 뭐 하면 좋을까,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 맑음],기분 좋은 날이네,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 맑음],로라야 오늘 공원에 사람 많을까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 흐림],아 오늘 나가지 말까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 날씨: 눈],오늘 출근길 어떡하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[지금 있는 곳: 집],아 뭐 하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 음식: 삼겹살],맛집 추천해 줘!,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,1.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,1.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 꽃: 목련],내일 나들이 가는데 같이 갈래?,1.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 가수: 아이유],로라야 노래 추천해 줘,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 가수: 블랙핑크],로라야 나 노래 추천해 줄 수 있어?,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 가수: 트와이스],나 노래 듣고 싶어!,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 과목: 국어],내일 국어 시험인데 떨린다!,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[좋아하는 과목: 영어],내일 영어 말하기 대회야,0.3333
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 여행],오늘 저녁때 친구 만나기로 했는데,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 면접],아 떨린다 오늘 어떻게 잠들지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 술 약속],모레 아침에 어떻게 출근하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 회식],내일 친구랑 약속 취소해야 할까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 회식],나 술 약한데 어떡하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 자격증 시험],오늘 뭐 해야 할까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 코딩 테스트],아 알고리즘 복습 좀 하고 자야겠다,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[내일 일정: 추석 연휴],로라야 내일 뭐하지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 발표],나 발표 잘 할 수 있을까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 발표],로라야 나 떨려,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 발표],나 응원해줘,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 면접],나 잘할 수 있겠지?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 면접],아 떨린다,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 친구랑 술자리],아 오늘 이따 저녁때 기대된다,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 친구랑 치맥],오늘 뭐 입고 나갈까?,0.0
[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,[오늘 일정: 생일],로라야 안녕?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[롤 티어: 브론즈],나 롤 티어 올랐다!,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 비],아 오늘 약속 있는데 어떡하지?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 비],로라야 이런 날에는 뭐 먹을까,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 구름 조금],오늘 뭐하지,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 구름 조금],오늘 뭐 하면 좋을까,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 맑음],기분 좋은 날이네,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 맑음],로라야 오늘 공원에 사람 많을까?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 흐림],아 오늘 나가지 말까?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[오늘 날씨: 눈],오늘 출근길 어떡하지?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[지금 있는 곳: 집],아 뭐 하지?,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[가고 싶은 곳: 카페],로라야 오 나 드디어 쿠폰 생겼어,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[먹고 싶은 음식: 돼지고기],로라야 나 드디어 고기 먹었어,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[먹고 있는 음식: 아메리카노],아 이제 살 것 같다,0.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 음식: 삼겹살],맛집 추천해 줘!,0.3333
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 꽃: 벚꽃],로라야 나 내일 꽃놀이 간다,1.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,1.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 꽃: 목련],내일 나들이 가는데 같이 갈래?,1.0
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 가수: 아이유],로라야 노래 추천해 줘,0.3333
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 가수: 블랙핑크],로라야 나 노래 추천해 줄 수 있어?,0.3333
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 가수: 트와이스],나 노래 듣고 싶어!,0.3333
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 가수: 방탄소년단],노래 좀 추천해 줘~,0.3333
[좋아하는 꽃: 개나리],나 내일 꽃 보러 간다! ㅎㅎ,[좋아하는 과목: 수학],로라야 미분방정식 어렵지 않아?,0.3333
